Cycle,Office,District,Rating,PluralityParty,RepVotesMajorPercent,DemVotesMajorPercent,ThirdVotesTotalPercent,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdStatus,OtherVotes,PluralityVotes,ElectoralVotes,Dateline,State,raceNotes,Raw,Incumbent.Party,dist_num,Abbreviation,Area,Raw2
1998,Senate,IL,Lean R,R,51.48,48.52,0,"1,709,041","Fitzgerald, Peter G.",Challenger,"1,610,496","Moseley-Braun, Carol",Incumbent,N/A,N/A,N/A,"74,984","98,545",,11/3/98,Illinois,,Moseley Braun (IL),D,,,,
1998,Senate,IN,Likely D,D,35.32,64.68,0,"552,732","Helmke, Paul",Challenger,"1,012,244","Bayh, Evan",Challenger,N/A,N/A,N/A,"23,641","459,512",,11/3/98,Indiana,,IN (Coats),R,,,,
1998,Senate,IA,Solid R,R,69.17,30.83,0,"648,480","Grassley, Charles E.",Incumbent,"289,049","Osterberg, David",Challenger,N/A,N/A,N/A,"10,378","359,431",,11/3/98,Iowa,,Grassley (IA),R,,,,
1998,Senate,KS,Solid R,R,67.39,32.61,0,"474,639","Brownback, Sam",Incumbent,"229,718","Feleciano, Paul Jr.",Challenger,N/A,N/A,N/A,"22,879","244,921",,11/3/98,Kansas,,Brownback (KS),R,,,,
1998,Senate,KY,Toss Up,R,50.3,49.7,0,"569,817","Bunning, Jim",Challenger,"563,051","Baesler, Scott",Challenger,N/A,N/A,N/A,"12,546","6,766",,11/3/98,Kentucky,,KY (Ford),D,,,,
1998,Senate,LA,Solid D,D,33.07,66.93,0,"306,616","Donelon, Jim",Challenger,"620,502","Breaux, John B.",Incumbent,N/A,N/A,N/A,"42,047","313,886",,11/3/98,Louisiana,,Breaux (LA),D,,,,
1998,Senate,MD,Solid D,D,29.5,70.5,0,"444,637","Pierpont, Ross Z.",Challenger,"1,062,810","Mikulski, Barbara A.",Incumbent,N/A,N/A,N/A,N/A,"618,173",,11/3/98,Maryland,,Mikulski (MD),D,,,,
1998,Senate,MO,Likely R,R,54.62,45.38,0,"830,625","Bond, Kit",Incumbent,"690,208","Nixon, Jay W.",Challenger,N/A,N/A,N/A,"56,024","140,417",,11/3/98,Missouri,,Bond (MO),R,,,,
1998,Senate,NV,Toss Up,D,49.95,50.05,0,"208,222","Ensign, John",Challenger,"208,650","Reid, Harry",Incumbent,N/A,N/A,N/A,"18,918",428,,11/3/98,Nevada,,Reid (NV),D,,,,
1998,Senate,NH,Solid R,R,70.6,29.4,0,"213,477","Gregg, Judd",Incumbent,"88,883","Condodemetraky, George",Challenger,N/A,N/A,N/A,"12,596","124,594",,11/3/98,New Hampshire,,Gregg (NH),R,,,,
1998,Senate,NY,Toss Up,D,44.66,55.34,0,"2,058,988","D'Amato, Alfonse M.",Incumbent,"2,551,065","Schumer, Charles E.",Challenger,N/A,N/A,N/A,"60,752","492,077",,11/3/98,New York,,D'Amato (NY),R,,,,
1998,Senate,NC,Toss Up,D,47.89,52.11,0,"945,943","Faircloth, Lauch",Incumbent,"1,029,237","Edwards, John",Challenger,N/A,N/A,N/A,"36,963","83,294",,11/3/98,North Carolina,,Faircloth (NC),R,,,,
1998,Senate,ND,Solid D,D,35.76,64.24,0,"75,013","Nalewaja, Donna",Challenger,"134,747","Dorgan, Byron L.",Incumbent,N/A,N/A,N/A,"3,598","59,734",,11/3/98,North Dakota,,Dorgan (ND),D,,,,
1998,Senate,OH,Lean R,R,56.46,43.54,0,"1,922,087","Voinovich, George",Challenger,"1,482,054","Boyle, Mary O.",Challenger,N/A,N/A,N/A,210,"440,033",,11/3/98,Ohio,,OH (Glenn),D,,,,
1998,Senate,OK,Solid R,R,67.97,32.03,0,"570,682","Nickles, Don",Incumbent,"268,898","Carroll, Don E.",Challenger,N/A,N/A,N/A,"20,133","301,784",,11/3/98,Oklahoma,,Nickles (OK),R,,,,
1998,Senate,OR,Solid D,D,35.63,64.37,0,"377,739","Lim, John",Challenger,"682,425","Wyden, Ron",Incumbent,N/A,N/A,N/A,"57,583","304,686",,11/3/98,Oregon,,Wyden (OR),D,,,,
1998,Senate,PA,Solid R,R,63.81,36.19,0,"1,814,180","Specter, Arlen",Incumbent,"1,028,839","Lloyd, Bill",Challenger,N/A,N/A,N/A,"114,753","785,341",,11/3/98,Pennsylvania,,Specter (PA),R,,,,
1998,Senate,SC,Toss Up,D,46.45,53.55,0,"488,132","Inglis, Robert D.",Challenger,"562,791","Hollings, Ernest F.",Incumbent,N/A,N/A,N/A,"17,444","74,659",,11/3/98,South Carolina,,Hollings (SC),D,,,,
1998,Senate,SD,Solid D,D,36.94,63.06,0,"95,431","Schmidt, Ron",Challenger,"162,884","Daschle, Thomas A.",Incumbent,N/A,N/A,N/A,"3,796","67,453",,11/3/98,South Dakota,,Daschle (SD),D,,,,
1998,Senate,UT,Solid R,R,65.99,34.01,0,"316,652","Bennett, Robert F.",Incumbent,"163,172","Leckman, Scott",Challenger,N/A,N/A,N/A,"15,085","153,480",,11/3/98,Utah,,Bennett (UT),R,,,,
1998,Senate,VT,Solid D,D,23.72,76.28,0,"48,051","Tuttle, Fred",Challenger,"154,567","Leahy, Patrick J.",Incumbent,N/A,N/A,N/A,"11,418","106,516",,11/3/98,Vermont,,Leahy (VT),D,,,,
1998,Senate,WA,Lean D,D,41.59,58.41,0,"785,377","Smith, Linda",Challenger,"1,103,184","Murray, Patty",Incumbent,N/A,N/A,N/A,N/A,"317,807",,11/3/98,Washington,,Murray (WA),D,,,,
1998,Senate,WI,Toss Up,D,48.92,51.08,0,"852,272","Neumann, Mark W.",Challenger,"890,059","Feingold, Russell D.",Incumbent,N/A,N/A,N/A,"18,505","37,787",,11/3/98,Wisconsin,,Feingold (WI),D,,,,
1996,Senate,AL,Lean R,R,53.57,46.43,0,"786,436","Sessions, Jeff",Challenger,"681,651","Bedford, Roger",Challenger,N/A,N/A,N/A,"31,306","104,785",,10/23/96,Alabama,,AL (Heflin),D,,,,
1996,Senate,AK,Solid R,R,88.12,11.88,12.52,"177,893","Stevens, Ted",Incumbent,"23,977","Obermeyer, Theresa N.",Challenger,Green,"29,037",Challenger,"1,009","148,856",,10/23/96,Alaska,"The other vote was: Scattered Write-Ins (Other) 1,009",Stevens (AK),R,,,,
1996,Senate,AR,Toss Up,R,52.7,47.3,0,"445,942","Hutchinson, Tim",Challenger,"400,241","Bryant, Winston",Challenger,N/A,N/A,N/A,N/A,"45,701",,10/23/96,Arkansas,,AR (Pryor),D,,,,
1996,Senate,CO,Toss Up,R,52.55,47.45,0,"750,325","Allard, Wayne",Challenger,"677,600","Strickland, Tom",Challenger,N/A,N/A,N/A,"41,686","72,725",,10/23/96,Colorado,,CO (Brown),R,,,,
1996,Senate,DE,Likely D,D,38.84,61.16,0,"105,088","Clatworthy, Raymond J.",Challenger,"165,465","Biden, Joseph R. Jr.",Incumbent,N/A,N/A,N/A,"5,038","60,377",,10/23/96,Delaware,,Biden (DE),D,,,,
1996,Senate,GA,Toss Up,D,49.31,50.69,0,"1,073,969","Millner, Guy",Challenger,"1,103,993","Cleland, Max",Challenger,N/A,N/A,N/A,"81,270","30,024",,10/23/96,Georgia,,GA (Nunn),D,,,,
1996,Senate,ID,Lean R,R,58.83,41.17,0,"283,532","Craig, Larry E.",Incumbent,"198,422","Minnick, Walt",Challenger,N/A,N/A,N/A,"15,279","85,110",,10/23/96,Idaho,,Craig (ID),R,,,,
1996,Senate,IL,Toss Up,D,42.03,57.97,0,"1,728,824","Salvi, Al",Challenger,"2,384,028","Durbin, Richard J.",Challenger,N/A,N/A,N/A,"137,870","655,204",,10/23/96,Illinois,,IL (Simon),D,,,,
1996,Senate,IA,Likely D,D,47.41,52.59,0,"571,807","Lightfoot, Jim Ross",Challenger,"634,166","Harkin, Tom",Incumbent,N/A,N/A,N/A,"18,081","62,359",,10/23/96,Iowa,,Harkin (IA),D,,,,
1996,Senate,KS,Likely R,R,64.3,35.7,0,"652,677","Roberts, Pat",Challenger,"362,380","Thompson, Sally",Challenger,N/A,N/A,N/A,"37,243","290,297",,10/23/96,Kansas,,KS (Kassebaum),R,,,,
1996,Senate,KY,Lean R,R,56.41,43.59,0,"724,794","McConnell, Mitch",Incumbent,"560,012","Beshear, Steven L.",Challenger,N/A,N/A,N/A,"22,240","164,782",,10/23/96,Kentucky,,McConnell (KY),R,,,,
1996,Senate,LA,Toss Up,D,49.83,50.17,0,"847,157","Jenkins, Louis E. Jr.",Challenger,"852,945","Landrieu, Mary L.",Challenger,N/A,N/A,N/A,N/A,"5,788",,10/23/96,Louisiana,,LA (Johnston),D,,,,
1996,Senate,ME,Toss Up,R,52.85,47.15,0,"298,422","Collins, Susan M.",Challenger,"266,226","Brennan, Joseph E.",Challenger,N/A,N/A,N/A,"42,129","32,196",,10/23/96,Maine,,ME (Cohen),R,,,,
1996,Senate,MA,Toss Up,D,46.13,53.87,0,"1,142,837","Weld, William F.",Challenger,"1,334,345","Kerry, John F.",Incumbent,N/A,N/A,N/A,"78,704","191,508",,10/23/96,Massachusetts,,Kerry (MA),D,,,,
1996,Senate,MI,Likely D,D,40.59,59.41,0,"1,500,106","Romney, Ronna",Challenger,"2,195,738","Levin, Carl",Incumbent,N/A,N/A,N/A,"66,731","695,632",,10/23/96,Michigan,,Levin (Ml),D,,,,
1996,Senate,MN,Toss Up,D,45.07,54.93,0,"901,282","Boschwitz, Rudy",Challenger,"1,098,493","Wellstone, Paul D.",Incumbent,N/A,N/A,N/A,"183,287","197,211",,10/23/96,Minnesota,,Wellstone (MN),D,,,,
1996,Senate,MS,Solid R,R,72.17,27.83,0,"624,154","Cochran, W. Thad",Incumbent,"240,647","Hunt, James W.",Challenger,N/A,N/A,N/A,"13,861","383,507",,10/23/96,Mississippi,,Cochran (MS),R,,,,
1996,Senate,MT,Lean D,D,47.42,52.58,0,"182,111","Rehberg, Dennis",Challenger,"201,935","Baucus, Max S.",Incumbent,N/A,N/A,N/A,"23,444","19,824",,10/23/96,Montana,,Baucus (MT),D,,,,
1996,Senate,NE,Toss Up,R,57.41,42.59,0,"379,933","Hagel, Chuck",Challenger,"281,904","Nelson, Earl",Challenger,N/A,N/A,N/A,"14,952","98,029",,10/23/96,Nebraska,,NE (Exon),D,,,,
1996,Senate,NH,Toss Up,R,51.59,48.41,0,"242,304","Smith, Robert C.",Incumbent,"227,397","Swett, Dick",Challenger,N/A,N/A,N/A,"22,265","14,907",,10/23/96,New Hampshire,,Smith (NH),R,,,,
1996,Senate,NJ,Toss Up,D,44.69,55.31,0,"1,227,817","Zimmer, Dick",Challenger,"1,519,328","Torricelli, Robert G.",Challenger,N/A,N/A,N/A,"136,961","291,511",,10/23/96,New Jersey,,NJ (Bradley),D,,,,
1996,Senate,NM,Solid R,R,68.49,31.51,0,"357,171","Domenici, Peter V.",Incumbent,"164,356","Trujillo, Art",Challenger,N/A,N/A,N/A,"30,294","192,815",,10/23/96,New Mexico,,Domenici (NM),R,,,,
1996,Senate,NC,Toss Up,R,53.41,46.59,0,"1,345,833","Helms, Jesse",Incumbent,"1,173,875","Gantt, Harvey B.",Challenger,N/A,N/A,N/A,"36,748","171,958",,10/23/96,North Carolina,,Helms (NC),R,,,,
1996,Senate,OK,Solid R,R,58.58,41.42,0,"670,610","Inhofe, James M.",Incumbent,"474,162","Boren, Jim",Challenger,N/A,N/A,N/A,"38,378","196,448",,10/23/96,Oklahoma,,lnhofe (OK),R,,,,
1996,Senate,OR,Toss Up,R,52.03,47.97,0,"677,336","Smith, Gordon H.",Incumbent,"624,370","Bruggere, Tom",Challenger,N/A,N/A,N/A,"58,524","52,966",,10/23/96,Oregon,,OR (Hatfield),R,,,,
1996,Senate,RI,Likely D,D,35.57,64.43,0,"127,368","Mayer, Nancy J.",Challenger,"230,676","Reed, Jack F.",Challenger,N/A,N/A,N/A,"5,327","103,308",,10/23/96,Rhode Island,,RI (Pell),D,,,,
1996,Senate,SC,Lean R,R,54.82,45.18,0,"619,859","Thurmond, James Strom",Incumbent,"510,951","Close, Elliott",Challenger,N/A,N/A,N/A,"30,562","108,908",,10/23/96,South Carolina,,Thurmond (SC),R,,,,
1996,Senate,SD,Toss Up,D,48.68,51.32,0,"157,954","Pressler, Larry",Incumbent,"166,533","Johnson, Timothy P.",Challenger,N/A,N/A,N/A,N/A,"8,579",,10/23/96,South Dakota,,Pressler (SD),R,,,,
1996,Senate,TN,Solid R,R,62.5,37.5,0,"1,091,554","Thompson, Fred",Incumbent,"654,937","Houston, Gordon J.",Challenger,N/A,N/A,N/A,"32,173","436,617",,10/23/96,Tennessee,,Thompson (TN),R,,,,
1996,Senate,TX,Likely R,R,55.49,44.51,0,"3,027,680","Gramm, W. Phil",Incumbent,"2,428,776","Morales, Victor M.",Challenger,N/A,N/A,N/A,"70,985","598,904",,10/23/96,Texas,,Gramm (TX),R,,,,
1996,Senate,VA,Lean R,R,52.55,47.45,0,"1,235,744","Warner, John W.",Incumbent,"1,115,982","Warner, Mark R.",Challenger,N/A,N/A,N/A,"2,989","119,762",,10/23/96,Virginia,,Warner (VA),R,,,,
1996,Senate,WV,Solid D,D,23.35,76.65,0,"139,088","Burks, Betty A.",Challenger,"456,526","Rockefeller, John D. IV",Incumbent,N/A,N/A,N/A,N/A,"317,438",,10/23/96,West Virginia,,Rockefeller (WV),D,,,,
1996,Senate,WY,Toss Up,R,56.15,43.85,0,"114,116","Enzi, Michael B.",Challenger,"89,103","Karpan, Kathy",Challenger,N/A,N/A,N/A,"7,858","25,013",,10/23/96,Wyoming,,WY (Simpson),R,,,,
1994,Senate,AZ,Lean R,R,57.59,42.41,6.32,"600,999","Kyl, Jon",Challenger,"442,510","Coppersmith, Sam G.",Challenger,Libertarian,"75,493",Challenger,"75,551","158,489",,10/24/94,Arizona,,AZ (DeConcini),D,,,,
1994,Senate,CA,Toss Up,D,48.96,51.04,0,"3,817,025","Huffington, Michael",Challenger,"3,979,152","Feinstein, Dianne",Incumbent,N/A,N/A,N/A,"717,912","162,127",,10/24/94,California,,Feinstein (CA),D,,,,
1994,Senate,CT,Solid D,D,31.63,68.37,0,"334,833","Labriola, Jerry Jr.",Challenger,"723,842","Lieberman, Joseph I.",Incumbent,N/A,N/A,N/A,"21,092","389,009",,10/24/94,Connecticut,,Lieberman (CT),D,,,,
1994,Senate,DE,Toss Up,R,56.78,43.22,0,"111,088","Roth, William V.",Incumbent,"84,554","Oberly, Charles M.",Challenger,N/A,N/A,N/A,"3,387","26,534",,10/24/94,Delaware,,Roth (DE),R,,,,
1994,Senate,FL,Solid R,R,70.51,29.49,0,"2,894,726","Mack, Connie III",Incumbent,"1,210,412","Rodham, Hugh E.",Challenger,N/A,N/A,N/A,"1,038","1,684,314",,10/24/94,Florida,,Mack (FL),R,,,,
1994,Senate,HI,Solid D,D,25.2,74.8,0,"86,320","Hustace, Maria M.",Challenger,"256,189","Akaka, Daniel K.",Incumbent,N/A,N/A,N/A,"14,393","169,869",,10/24/94,Hawaii,,Akaka (HI),D,,,,
1994,Senate,IN,Solid R,R,68.83,31.17,0,"1,039,625","Lugar, Richard G.",Incumbent,"470,799","Jontz, Jim",Challenger,N/A,N/A,N/A,"33,144","568,826",,10/24/94,Indiana,,Lugar (IN),R,,,,
1994,Senate,ME,Lean R,R,62.36,37.64,0,"308,244","Snowe, Olympia J.",Challenger,"186,042","Andrews, Thomas H.",Challenger,N/A,N/A,N/A,"17,447","122,202",,10/24/94,Maine,,ME (Mitchell),D,,,,
1994,Senate,MD,Likely D,D,40.9,59.1,0,"559,908","Brock, William E.",Challenger,"809,125","Sarbanes, Paul S.",Incumbent,N/A,N/A,N/A,71,"249,217",,10/24/94,Maryland,,Sarbanes (MD),D,,,,
1994,Senate,MA,Toss Up,D,41.39,58.61,0,"894,005","Romney, W. Mitt",Challenger,"1,266,011","Kennedy, Edward M.",Incumbent,N/A,N/A,N/A,"19,948","372,006",,10/24/94,Massachusetts,,Kennedy (MA),D,,,,
1994,Senate,MI,Toss Up,R,54.82,45.18,0,"1,578,770","Abraham, Spencer",Challenger,"1,300,960","Carr, M. Robert",Challenger,N/A,N/A,N/A,"163,655","277,810",,10/24/94,Michigan,,Ml (Riegle),D,,,,
1994,Senate,MN,Toss Up,R,52.66,47.34,5.11,"869,653","Grams, Rod",Challenger,"781,860","Wynia, Ann",Challenger,Independent,"95,400",Challenger,"121,416","87,793",,10/24/94,Minnesota,,MN (Durenberger),R,,,,
1994,Senate,MS,Solid R,R,68.8,31.2,0,"418,333","Lott, C. Trent",Incumbent,"189,752","Harper, Ken",Challenger,N/A,N/A,N/A,N/A,"228,581",,10/24/94,Mississippi,,Lott (MS),R,,,,
1994,Senate,MO,Likely R,R,62.59,37.41,0,"1,060,149","Ashcroft, John",Challenger,"633,697","Wheat, Alan",Challenger,N/A,N/A,N/A,"81,270","426,452",,10/24/94,Missouri,,MO (Danforth),R,,,,
1994,Senate,MT,Lean R,R,62.37,37.63,0,"218,542","Burns, Conrad",Incumbent,"131,845","Mudd, Jack",Challenger,N/A,N/A,N/A,22,"86,697",,10/24/94,Montana,,Burns (MT),R,,,,
1994,Senate,NE,Lean D,D,45.1,54.9,0,"260,668","Stoney, Jan",Challenger,"317,297","Kerrey, Bob",Incumbent,N/A,N/A,N/A,"1,240","56,629",,10/24/94,Nebraska,,Kerrey (NE),D,,,,
